asset	anchor_u	anchor_v	width	height	sidc
friend_mortar_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCFM--AI--
friend_motorised_infantry_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIM---A--
friend_motorised_infantry_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIM--AA--
friend_motorised_infantry_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCIM---C--
friend_motorised_infantry_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCIM--AC--
friend_motorised_infantry_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCIM---D--
friend_motorised_infantry_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCIM--AD--
friend_motorised_infantry_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIM---E--
friend_motorised_infantry_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIM--AE--
friend_motorised_infantry_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIM---F--
friend_motorised_infantry_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIM--AF--
friend_motorised_infantry_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIM---H--
friend_motorised_infantry_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIM--AH--
friend_motorised_infantry_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCIM---I--
friend_motorised_infantry_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCIM--AI--
friend_radar_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMRG--A--
friend_radar_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMRG-AA--
friend_radar_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUMRG--C--
friend_radar_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUMRG-AC--
friend_radar_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUMRG--D--
friend_radar_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUMRG-AD--
friend_radar_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMRG--E--
friend_radar_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMRG-AE--
friend_radar_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMRG--F--
friend_radar_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMRG-AF--
friend_radar_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMRG--H--
friend_radar_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMRG-AH--
friend_radar_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUMRG--I--
friend_radar_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUMRG-AI--
friend_recce_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCR----A--
friend_recce_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCR---AA--
friend_recce_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCR----C--
friend_recce_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCR---AC--
friend_recce_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCR----D--
friend_recce_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCR---AD--
friend_recce_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCR----E--
friend_recce_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCR---AE--
friend_recce_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCR----F--
friend_recce_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCR---AF--
friend_recce_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCR----H--
friend_recce_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCR---AH--
friend_recce_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCR----I--
friend_recce_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCR---AI--
friend_signal_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUS----A--
friend_signal_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUS---AA--
friend_signal_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUS----C--
friend_signal_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUS---AC--
friend_signal_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUUS----D--
friend_signal_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUUS---AD--
friend_signal_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUS----E--
friend_signal_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUS---AE--
friend_signal_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUS----F--
friend_signal_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUS---AF--
friend_signal_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUS----H--
friend_signal_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUS---AH--
friend_signal_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUUS----I--
friend_signal_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUUS---AI--
friend_special_forces_team_unit	0.5	0.6351351351351351	106.65	99.9	SFFPGS-----A--
friend_special_forces_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFFPGS----AA--
friend_special_forces_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFFPGS-----C--
friend_special_forces_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFFPGS----AC--
friend_special_forces_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFFPGS-----D--
friend_special_forces_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFFPGS----AD--
friend_special_forces_company_unit	0.5	0.6351351351351351	106.65	99.9	SFFPGS-----E--
friend_special_forces_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFFPGS----AE--
friend_special_forces_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFFPGS-----F--
friend_special_forces_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFFPGS----AF--
friend_special_forces_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFFPGS-----H--
friend_special_forces_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFFPGS----AH--
friend_special_forces_division_unit	0.5	0.6351351351351351	106.65	99.9	SFFPGS-----I--
friend_special_forces_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFFPGS----AI--
friend_logistics_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSS----A--
friend_logistics_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSS---AA--
friend_logistics_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUSS----C--
friend_logistics_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUSS---AC--
friend_logistics_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUSS----D--
friend_logistics_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUSS---AD--
friend_logistics_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSS----E--
friend_logistics_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSS---AE--
friend_logistics_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSS----F--
friend_logistics_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSS---AF--
friend_logistics_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSS----H--
friend_logistics_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSS---AH--
friend_logistics_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUSS----I--
friend_logistics_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUSS---AI--
friend_transportation_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUST----A--
friend_transportation_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUST---AA--
friend_transportation_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUST----C--
friend_transportation_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUST---AC--
friend_transportation_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUST----D--
friend_transportation_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUST---AD--
friend_transportation_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUST----E--
friend_transportation_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUST---AE--
friend_transportation_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUST----F--
friend_transportation_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUST---AF--
friend_transportation_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUST----H--
friend_transportation_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUST---AH--
friend_transportation_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUST----I--
friend_transportation_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUST---AI--
friend_uav_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVUF--A--
friend_uav_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVUF-AA--
friend_uav_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCVUF--C--
friend_uav_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCVUF-AC--
friend_uav_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPUCVUF--D--
friend_uav_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPUCVUF-AD--
friend_uav_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVUF--E--
friend_uav_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVUF-AE--
friend_uav_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVUF--F--
friend_uav_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVUF-AF--
friend_uav_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVUF--H--
friend_uav_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVUF-AH--
friend_uav_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPUCVUF--I--
friend_uav_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPUCVUF-AI--
friend_unspecified_team_unit	0.5	0.6351351351351351	106.65	99.9	SFGPU------A--
friend_unspecified_team_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPU-----AA--
friend_unspecified_section_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPU------C--
friend_unspecified_section_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPU-----AC--
friend_unspecified_platoon_unit	0.5	0.6014760147601476	106.65	91.4625	SFGPU------D--
friend_unspecified_platoon_hq	0.02531645569620253	0.9830148619957536	106.65	158.9625	SFGPU-----AD--
friend_unspecified_company_unit	0.5	0.6351351351351351	106.65	99.9	SFGPU------E--
friend_unspecified_company_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPU-----AE--
friend_unspecified_battalion_regiment_unit	0.5	0.6351351351351351	106.65	99.9	SFGPU------F--
friend_unspecified_battalion_regiment_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPU-----AF--
friend_unspecified_brigade_unit	0.5	0.6351351351351351	106.65	99.9	SFGPU------H--
friend_unspecified_brigade_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPU-----AH--
friend_unspecified_division_unit	0.5	0.6351351351351351	106.65	99.9	SFGPU------I--
friend_unspecified_division_hq	0.02531645569620253	0.9838709677419354	106.65	167.4	SFGPU-----AI--
hostile_air_defence_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCD----A--
hostile_air_defence_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCD---AA--
hostile_air_defence_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCD----C--
hostile_air_defence_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCD---AC--
hostile_air_defence_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCD----D--
hostile_air_defence_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCD---AD--
hostile_air_defence_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCD----E--
hostile_air_defence_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCD---AE--
hostile_air_defence_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCD----F--
hostile_air_defence_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCD---AF--
hostile_air_defence_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCD----H--
hostile_air_defence_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCD---AH--
hostile_air_defence_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCD----I--
hostile_air_defence_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCD---AI--
hostile_ammunition_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUSXO---A--
hostile_ammunition_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUSXO--AA--
hostile_ammunition_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUSXO---C--
hostile_ammunition_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUSXO--AC--
hostile_ammunition_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUSXO---D--
hostile_ammunition_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUSXO--AD--
hostile_ammunition_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUSXO---E--
hostile_ammunition_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUSXO--AE--
hostile_ammunition_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUSXO---F--
hostile_ammunition_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUSXO--AF--
hostile_ammunition_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUSXO---H--
hostile_ammunition_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUSXO--AH--
hostile_ammunition_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUSXO---I--
hostile_ammunition_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUSXO--AI--
hostile_anti_tank_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCAA---A--
hostile_anti_tank_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCAA--AA--
hostile_anti_tank_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCAA---C--
hostile_anti_tank_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCAA--AC--
hostile_anti_tank_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCAA---D--
hostile_anti_tank_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCAA--AD--
hostile_anti_tank_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCAA---E--
hostile_anti_tank_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCAA--AE--
hostile_anti_tank_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCAA---F--
hostile_anti_tank_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCAA--AF--
hostile_anti_tank_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCAA---H--
hostile_anti_tank_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCAA--AH--
hostile_anti_tank_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCAA---I--
hostile_anti_tank_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCAA--AI--
hostile_armour_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCA----A--
hostile_armour_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCA---AA--
hostile_armour_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCA----C--
hostile_armour_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCA---AC--
hostile_armour_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCA----D--
hostile_armour_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCA---AD--
hostile_armour_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCA----E--
hostile_armour_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCA---AE--
hostile_armour_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCA----F--
hostile_armour_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCA---AF--
hostile_armour_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCA----H--
hostile_armour_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCA---AH--
hostile_armour_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCA----I--
hostile_armour_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCA---AI--
hostile_artillery_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCF----A--
hostile_artillery_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCF---AA--
hostile_artillery_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCF----C--
hostile_artillery_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCF---AC--
hostile_artillery_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCF----D--
hostile_artillery_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCF---AD--
hostile_artillery_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCF----E--
hostile_artillery_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCF---AE--
hostile_artillery_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCF----F--
hostile_artillery_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCF---AF--
hostile_artillery_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCF----H--
hostile_artillery_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCF---AH--
hostile_artillery_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCF----I--
hostile_artillery_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCF---AI--
hostile_aviation_fixed_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVF---A--
hostile_aviation_fixed_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVF--AA--
hostile_aviation_fixed_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCVF---C--
hostile_aviation_fixed_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCVF--AC--
hostile_aviation_fixed_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCVF---D--
hostile_aviation_fixed_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCVF--AD--
hostile_aviation_fixed_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVF---E--
hostile_aviation_fixed_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVF--AE--
hostile_aviation_fixed_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVF---F--
hostile_aviation_fixed_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVF--AF--
hostile_aviation_fixed_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVF---H--
hostile_aviation_fixed_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVF--AH--
hostile_aviation_fixed_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVF---I--
hostile_aviation_fixed_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVF--AI--
hostile_aviation_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVR---A--
hostile_aviation_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVR--AA--
hostile_aviation_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCVR---C--
hostile_aviation_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCVR--AC--
hostile_aviation_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCVR---D--
hostile_aviation_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCVR--AD--
hostile_aviation_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVR---E--
hostile_aviation_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVR--AE--
hostile_aviation_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVR---F--
hostile_aviation_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVR--AF--
hostile_aviation_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVR---H--
hostile_aviation_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVR--AH--
hostile_aviation_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCVR---I--
hostile_aviation_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCVR--AI--
hostile_bridging_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCE----A--
hostile_bridging_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCE---AA--
hostile_bridging_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCE----C--
hostile_bridging_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCE---AC--
hostile_bridging_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCE----D--
hostile_bridging_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCE---AD--
hostile_bridging_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCE----E--
hostile_bridging_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCE---AE--
hostile_bridging_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCE----F--
hostile_bridging_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCE---AF--
hostile_bridging_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCE----H--
hostile_bridging_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCE---AH--
hostile_bridging_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCE----I--
hostile_bridging_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCE---AI--
hostile_cavalry_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCRV---A--
hostile_cavalry_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCRV--AA--
hostile_cavalry_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCRV---C--
hostile_cavalry_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCRV--AC--
hostile_cavalry_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUCRV---D--
hostile_cavalry_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUCRV--AD--
hostile_cavalry_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCRV---E--
hostile_cavalry_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCRV--AE--
hostile_cavalry_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCRV---F--
hostile_cavalry_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCRV--AF--
hostile_cavalry_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCRV---H--
hostile_cavalry_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCRV--AH--
hostile_cavalry_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUCRV---I--
hostile_cavalry_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUCRV--AI--
hostile_cbrn_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUUA----A--
hostile_cbrn_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUUA---AA--
hostile_cbrn_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUUA----C--
hostile_cbrn_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUUA---AC--
hostile_cbrn_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUUA----D--
hostile_cbrn_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUUA---AD--
hostile_cbrn_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUUA----E--
hostile_cbrn_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUUA---AE--
hostile_cbrn_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUUA----F--
hostile_cbrn_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUUA---AF--
hostile_cbrn_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUUA----H--
hostile_cbrn_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUUA---AH--
hostile_cbrn_division_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUUA----I--
hostile_cbrn_division_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUUA---AI--
hostile_css_team_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUS-----A--
hostile_css_team_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUS----AA--
hostile_css_section_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUS-----C--
hostile_css_section_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUS----AC--
hostile_css_platoon_unit	0.5	0.5766016713091922	102.6	121.1625	SHGPUS-----D--
hostile_css_platoon_hq	0.026315789473684213	0.9856887298747764	102.6	188.6625	SHGPUS----AD--
hostile_css_company_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUS-----E--
hostile_css_company_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUS----AE--
hostile_css_battalion_regiment_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUS-----F--
hostile_css_battalion_regiment_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUS----AF--
hostile_css_brigade_unit	0.5	0.6041666666666666	102.6	129.6	SHGPUS-----H--
hostile_css_brigade_hq	0.026315789473684213	0.9863013698630138	102.6	197.1	SHGPUS----AH--
